"ROI_A","ROI_B","a","b","k","w_k","w_norm","w_sync","w_frac","w_k_log","w_norm_log","w_sync_log","w_frac_log","xA","yA","zA","xB","yB","zB","lobeA","lobeB"
"T3p.R","Pall.L",65.0529506958709,7.51069405627198,12.0747904270377,12.0747904270377,0.546268383961466,0.209842139018337,0.2497029822209,2.57068598129769,0.435844534038824,0.190489887476322,0.222905908856197,53.8,-23.36,-18.1,-19.13,-5.17,8.53,"Temporal","SCGM"
"T3p.R","Pall.R",1.80020779335233,9.05937163579246,108.55804031299,108.55804031299,26.8813848308032,14.9546184263945,0.952365180447251,4.69645445735092,3.32795925577795,2.76974834383122,0.66904155064075,53.8,-23.36,-18.1,19.75,-3.87,8.56,"Temporal","SCGM"
"T3p.R","Hip.L",20.5982325772918,2.83258232972854,24.6104131527254,24.6104131527254,3.22190443774232,1.38528066378095,0.677490907073985,3.24299903255789,1.44028631481239,0.869316796150857,0.517299169326794,53.8,-23.36,-18.1,-25.18,-23.25,-3.92,"Temporal","SCGM"
"T3p.R","Hip.R",6.19356475402885,16.6372240227431,20.1731369411496,20.1731369411496,1.98729647929678,1.93161558515856,0.638622186346712,3.05273325277827,1.09436879085232,1.07555366531909,0.493855758452486,53.8,-23.36,-18.1,26.5,-20.99,-4.07,"Temporal","SCGM"
"T3p.R","Amy.L",28.8157095961915,11.1369082496191,16.3770482089795,16.3770482089795,0.914194590668186,0.926366384324374,0.450496171497062,2.85515026703445,0.649296954878793,0.655635525982383,0.371905685139135,53.8,-23.36,-18.1,-22.86,-5.18,-7.49,"Temporal","SCGM"
"T3p.R","Amy.R",42.0543028316885,63.3161965498649,4.26506182320036,4.26506182320036,0.0826537767048821,0.200596507495367,0.0748909305290385,1.66109288781526,0.079415227807568,0.18281852286533,0.0722191964592275,53.8,-23.36,-18.1,22.77,-3.69,-7.91,"Temporal","SCGM"
"T3p.R","Accbns.L",64.6974870698953,9.56760443431837,15.3985404621143,15.3985404621143,0.618919614842205,0.27931385750608,0.293131963792244,2.79719233465721,0.481759022346229,0.246323885382616,0.257067154746085,53.8,-23.36,-18.1,-9.34,11.14,2.89,"Temporal","SCGM"
"T3p.R","Accbns.R",3.44651446091084,11.2606605991587,55.0008268142217,55.0008268142217,8.82870958561604,7.03862185356215,0.882067891946898,4.02536645516583,2.28530765246124,2.0842576572498,0.632371114873256,53.8,-23.36,-18.1,9.21,11.46,3.57,"Temporal","SCGM"
"TO3.L","TO3.R",44.0448344699601,14.6897213570955,13.0604154081246,13.0604154081246,0.513455393958922,0.44491107607042,0.307827609413292,2.64336343133188,0.414395376933612,0.368047780619178,0.268367447264369,-51.81,-53.45,-6.68,54.19,-49.71,-6.86,"Temporal","Temporal"
"TO3.L","POG.L",16.1381586096047,8.57757733477439,136.385379638337,136.385379638337,11.5920035649159,18.0390047592463,0.916918124548768,4.92278996683647,2.5330619747846,2.94648975694905,0.650718752952532,-51.81,-53.45,-6.68,-38.53,-27.78,61.5,"Temporal","Parietal"
"TO3.L","POG.R",38.6805699278651,88.7436672310762,2.41002330748905,2.41002330748905,0.0411344907183763,0.048139715462526,0.0364480526297703,1.22671912631284,0.0403109750616914,0.047016893294061,0.0357995335767422,-51.81,-53.45,-6.68,37.25,-26.58,62.93,"Temporal","Parietal"
"TO3.L","SPL.L",1e-08,44.9434525447059,19.8126103608993,19.8126103608993,29553.4701509656,0.440834177231168,0.468556726581728,3.0355590703524,10.2939902855378,0.365222235608243,0.384280099839113,-51.81,-53.45,-6.68,-29.28,-49.4,67.63,"Temporal","Parietal"
